,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
843,Eagle Professional Resources Inc,https://job-openings.monster.ca/project-manager-tracking-reporting-regina-ab-ca-eagle-professional-resources-inc/221631116,"Regina, AB",Project Manager (Tracking and Reporting),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-testing-qa-specialist-toronto-gta-on-ca-eagle-professional-resources-inc/221620170,"Toronto/GTA, ON",Systems Testing/QA Specialist,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845,Randstad,https://job-openings.monster.ca/intégrateur-de-système-expert-montreal-qc-ca-randstad/221628010,"Montreal, QC",Intégrateur de système expert,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-middleware-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221626807,"Toronto/GTA, ON",Programmer (Middleware) Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
847,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-testing-qa-specialists-toronto-gta-on-ca-eagle-professional-resources-inc/221612820,"Toronto/GTA, ON",Systems Testing/QA Specialists,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
848,Randstad,https://job-openings.monster.ca/bilingual-payroll-accounting-administrative-manager-gatineau-qc-ca-randstad/221634653,"Gatineau, QC","BILINGUAL Payroll, Accounting & Administrative Manager",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Procom,https://job-openings.monster.ca/video-solutions-architect-scarborough-on-ca-procom/221621548,"Scarborough, ON",Video Solutions Architect,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,Eagle Professional Resources Inc,https://job-openings.monster.ca/intermediate-software-developer-calgary-ab-ca-eagle-professional-resources-inc/221586556,"Calgary, AB",Intermediate Software Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,Procom,https://job-openings.monster.ca/senior-solution-architect-toronto-on-ca-procom/221590650,"Toronto, ON",Senior Solution Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Eagle Professional Resources Inc,https://job-openings.monster.ca/security-analyst-intermediate-ottawa-gatineau-on-ca-eagle-professional-resources-inc/221589921,"Ottawa/Gatineau, ON",Security Analyst Intermediate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,Randstad,https://job-openings.monster.ca/quality-assurance-analyst-371-montreal-qc-ca-randstad/221592083,"Montreal, QC",Quality assurance analyst - 371,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-analyst-toronto-gta-on-ca-eagle-professional-resources-inc/221577713,"Toronto/GTA, ON",Systems Analyst,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Procom,https://job-openings.monster.ca/security-specialist-toronto-on-ca-procom/221589026,"Toronto, ON",Security Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
856,Procom,https://job-openings.monster.ca/ms-dynamics-crm-programmer-developer-toronto-on-ca-procom/221589217,"Toronto, ON",MS Dynamics CRM Programmer/Developer,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,Randstad,https://job-openings.monster.ca/quality-assurance-analyst-371-montreal-qc-ca-randstad/221592082,"Montreal, QC",Quality assurance analyst - 371,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,Eagle Professional Resources,https://job-openings.monster.ca/business-analyst-edmonton-ab-ca-eagle-professional-resources/221572425,"Edmonton, AB",Business Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Procom,https://job-openings.monster.ca/ingénieur-de-données-dingestion-montréal-qc-ca-procom/221590917,"Montréal, QC",Ingénieur de données d'ingestion,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Procom,https://job-openings.monster.ca/senior-quality-assurance-testers-toronto-on-ca-procom/221587160,"Toronto, ON",Senior Quality Assurance Testers,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
861,Procom,https://job-openings.monster.ca/test-developer-automation-cambridge-on-ca-procom/221590919,"Cambridge, ON",Test Developer - Automation,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Eagle Professional Resources Inc,https://job-openings.monster.ca/ocm-consultant-winnipeg-mb-ca-eagle-professional-resources-inc/221598161,"Winnipeg, MB",OCM Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
863,Procom,https://job-openings.monster.ca/spécialiste-senior-elastic-stack-montréal-qc-ca-procom/221590916,"Montréal, QC",Spécialiste Senior Elastic Stack,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
864,Hays,https://job-openings.monster.ca/anaplan-hyperion-consultant-burlington-on-ca-hays/221591622,"Burlington, ON",Anaplan/Hyperion Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
865,Randstad,https://job-openings.monster.ca/scrum-master-372-montreal-qc-ca-randstad/221591868,"Montreal, QC",Scrum Master - 372,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
866,Precision ERP,https://job-openings.monster.ca/etl-developer-regina-sk-ca-precision-erp/221578099,"Regina, SK",ETL Developer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Randstad,https://job-openings.monster.ca/bilingual-english-french-technical-support-representative-work-from-home-toronto-on-ca-randstad/221595376,"Toronto, ON",Bilingual (English/French) Technical Support Representative - work from home,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Randstad,https://job-openings.monster.ca/analyste-programmeur-montreal-qc-ca-randstad/221587974,"Montreal, QC",Analyste programmeur,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
869,Procom,https://job-openings.monster.ca/front-end-engineer-vancouver-bc-ca-procom/221569148,"Vancouver, BC",Front End Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
870,Randstad,https://job-openings.monster.ca/front-end-application-developer-toronto-on-ca-randstad/221589779,"Toronto, ON",Front-End Application Developer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
871,Eagle Professional Resources,https://job-openings.monster.ca/it-analyst-functional-business-analyst-montreal-qc-ca-eagle-professional-resources/221572443,"Montreal, QC",IT ANALYST  (Functional-Business Analyst),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
872,Procom,https://job-openings.monster.ca/content-coordinator-toronto-on-ca-procom/221587555,"Toronto, ON",Content Coordinator,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,T.E.S. Employment Solution,https://job-openings.monster.ca/azure-developer-100-remote-calgary-ab-ca-t-e-s-employment-solution/221594840,"CALGARY, AB",Azure Developer (100% remote),,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,Procom,https://job-openings.monster.ca/intermediate-javascript-developer-calgary-ab-ca-procom/221581397,"Calgary, AB",Intermediate JavaScript Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,Hays,https://job-openings.monster.ca/warehouse-associate-toronto-on-ca-hays/221598298,"Toronto, ON",Warehouse Associate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
876,Hays,https://job-openings.monster.ca/administrative-assistant-surrey-bc-ca-hays/221598992,"Surrey, BC",Administrative Assistant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Randstad,https://job-openings.monster.ca/bilingual-covid-contact-tracer-toronto-on-ca-randstad/221581455,"Toronto, ON",Bilingual COVID Contact Tracer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,SAPSOL TECHNOLOIGES INC,https://job-openings.monster.ca/sap-consultants-internship-fresher-program-mississauga-on-ca-sapsol-technoloiges-inc/221468329,"Mississauga, ON",SAP Consultants - Internship/Fresher program,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Randstad,https://job-openings.monster.ca/bi-architect-montreal-qc-ca-randstad/221592843,"Montreal, QC",BI ARCHITECT,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Procom,https://job-openings.monster.ca/senior-java-developer-cloud-toronto-on-ca-procom/221589218,"Toronto, ON","Senior Java Developer, Cloud",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
881,Procom,https://job-openings.monster.ca/web-accessibility-consultant-toronto-on-ca-procom/221579037,"Toronto, ON",Web Accessibility Consultant,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Randstad,https://job-openings.monster.ca/scrum-master-372-montreal-qc-ca-randstad/221591873,"Montreal, QC",Scrum Master - 372,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
883,Procom,https://job-openings.monster.ca/technical-business-analyst-mississauga-on-ca-procom/221588539,"Mississauga, ON",Technical Business Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
884,Randstad,https://job-openings.monster.ca/assistant-maintenance-superintendent-vancouver-bc-ca-randstad/221595977,"Vancouver, BC",Assistant Maintenance Superintendent,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
885,Eagle Professional Resources Inc,https://job-openings.monster.ca/task-based-i-it-consultant-toronto-gta-on-ca-eagle-professional-resources-inc/221587854,"Toronto/GTA, ON",Task-Based I&IT Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
886,Procom,https://job-openings.monster.ca/business-systems-analyst-salesforce-toronto-on-ca-procom/221589426,"Toronto, ON",Business Systems Analyst- Salesforce,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Procom,https://job-openings.monster.ca/senior-front-end-engineer-vancouver-bc-ca-procom/221569623,"Vancouver, BC",Senior Front End Engineer,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
888,Hays,https://job-openings.monster.ca/lending-manager-toronto-on-ca-hays/221587169,"Toronto, ON",Lending Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
889,"Modis, Inc.",https://job-openings.monster.ca/security-analyst-it-mississauga-on-ca-modis-inc/221585829,"Mississauga, ON",Security Analyst IT,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
890,Randstad,https://job-openings.monster.ca/technical-support-representative-work-from-home-quebec-qc-ca-randstad/221595628,"Quebec, QC",Technical Support Representative - work from home,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Randstad,https://job-openings.monster.ca/bilingual-administrative-assistant-montreal-toronto-on-ca-randstad/221580557,"Toronto, ON",Bilingual Administrative Assistant - Montreal,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,Eagle Professional Resources Inc,https://job-openings.monster.ca/quality-assurance-analysts-montreal-qc-ca-eagle-professional-resources-inc/221553219,"Montreal, QC",Quality Assurance Analysts,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Randstad,https://job-openings.monster.ca/service-officer-mississauga-37068-mississauga-on-ca-randstad/221552429,"Mississauga, ON",Service Officer - Mississauga 37068,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Procom,https://job-openings.monster.ca/visual-designer-vancouver-bc-ca-procom/221554271,"Vancouver, BC",Visual Designer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
895,Procom,https://job-openings.monster.ca/administrator-dividends-interest-payments-toronto-on-ca-procom/221546747,"Toronto, ON","Administrator, Dividends & Interest Payments",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Procom,https://job-openings.monster.ca/business-analyst-level-3-toronto-on-ca-procom/221539773,"Toronto, ON",Business Analyst - Level 3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
897,Procom,https://job-openings.monster.ca/product-manager-vancouver-bc-ca-procom/221554270,"Vancouver, BC",Product Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
898,Eagle Professional Resources Inc,https://job-openings.monster.ca/it-analyst-functional-business-analyst-montreal-qc-ca-eagle-professional-resources-inc/221554011,"Montreal, QC",IT ANALYST  (Functional-Business Analyst),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
899,Randstad,https://job-openings.monster.ca/programmer-developer-level-3-ms-dynamics-to-cloud-toronto-on-ca-randstad/221555301,"Toronto, ON",Programmer/Developer - Level 3  (MS Dynamics to cloud),,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221530186,"Toronto/GTA, ON",Programmer/Developer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
901,Hays,https://job-openings.monster.ca/lead-software-engineer-ontario-on-ca-hays/221564007,"Ontario, ON",Lead Software Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
902,Randstad,https://job-openings.monster.ca/edi-coordinator-saint-laurent-qc-ca-randstad/221554582,"Saint-Laurent, QC",EDI Coordinator,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,Procom,https://job-openings.monster.ca/senior-qa-analyst-manual-automated-testing-api-toronto-on-ca-procom/221547944,"Toronto, ON","Senior QA Analyst, Manual/Automated Testing, API",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Procom,https://job-openings.monster.ca/product-manager-vancouver-bc-ca-procom/221553983,"Vancouver, BC",Product Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
905,Hays,https://job-openings.monster.ca/sr-information-security-advisor-north-york-on-ca-hays/221561112,"North York, ON",Sr Information Security Advisor,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
906,Hays,https://job-openings.monster.ca/it-project-coordinator-toronto-on-ca-hays/221561080,"Toronto, ON",IT Project Coordinator,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
907,Eagle Professional Resources Inc,https://job-openings.monster.ca/business-analyst-edmonton-ab-ca-eagle-professional-resources-inc/221558586,"Edmonton, AB",Business Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,Procom,https://job-openings.monster.ca/junior-financial-analyst-toronto-on-ca-procom/221553013,"Toronto, ON",Junior Financial Analyst,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,Eagle Professional Resources Inc,https://job-openings.monster.ca/business-analyst-toronto-gta-on-ca-eagle-professional-resources-inc/221550345,"Toronto/GTA, ON",Business Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
910,Procom,https://job-openings.monster.ca/project-manager-security-mississauga-on-ca-procom/221546031,"Mississauga, ON",Project Manager (Security),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,Randstad,https://job-openings.monster.ca/senior-accountant-vancouver-bc-ca-randstad/221505907,"Vancouver, BC",Senior Accountant,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Randstad,https://job-openings.monster.ca/liaison-officer-insurance-work-from-home-montreal-qc-ca-randstad/221508557,"Montreal, QC",Liaison officer - Insurance - Work from home,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
